eng,deu,eng_google,deu_google
"If Europe is to be a power tomorrow, it needs to progress in both political and social affairs.","Die Europäische Union bedarf einer Politik und sie bedarf der sozialen Dimension, wenn sie künftig stärker sein soll.",The European Union needs a policy and it needs the social dimension if it is to be stronger in the future.,"Wenn Europa morgen eine Macht sein will, muss es sowohl in politischer als auch in sozialer Hinsicht Fortschritte machen."
“Operation Ipili” was launched during the middle of the day to allegedly make way for the expansion of a Barrick gold mine.,"Die “Operation Ipili” begann am helllichten Tag, um angeblich für die Erweiterung der Barrick Goldmine Platz zu schaffen.","“Operation Ipili” began in broad daylight, ostensibly to make way for the expansion of the Barrick gold mine.","Die „Operation Ipili“ wurde mitten am Tag gestartet, um angeblich Platz für die Erweiterung einer Goldmine von Barrick zu schaffen."
"By 2005, the controller interface had taken form, but a public showing at that year's Electronic Entertainment Expo (E3) was withdrawn.","Der Verpackung liegt ein gräulicher Plastikständer bei, durch den die Wii bei senkrechter Aufstellung vorne eine leichte Neigung nach oben erhält.",The packaging includes a grayish plastic stand that gives the Wii a slight upward tilt at the front when placed vertically.,"Bis 2005 hatte die Controller-Schnittstelle Gestalt angenommen, eine öffentliche Vorführung auf der Electronic Entertainment Expo (E3) desselben Jahres wurde jedoch abgesagt."
"Mary Campbell, Robert Burns 's Highland Mary, is buried in Greenock Cemetery where there is a monument to her memory. Greenock is also home to the world's oldest Burns club, The Mother Club, which was founded in 1801.","Greenock hat eine schöne Promenade, genannt Esplanade, von der man einen schönen Blick auf die Landschaft nördlich des Clyde hat.","Greenock has a beautiful promenade, called the Esplanade, from which you can enjoy beautiful views of the countryside north of the Clyde.","Mary Campbell, Robert Burns&#39; Highland Mary, ist auf dem Greenock Cemetery begraben, wo ein Denkmal zu ihrem Gedenken errichtet wurde. Greenock ist auch die Heimat des ältesten Burns-Clubs der Welt, des Mother Clubs, der 1801 gegründet wurde."
Prvious experiences are not necessary for participation in our trips. There will be thorough instruction before each trip.,In Estland sind Natur und Kultur schon immer sehr eng und harmonisch miteinander verwoben – erleben Sie diese Harmonie mit Reimann Retked!,"In Estonia, nature and culture have always been closely and harmoniously intertwined – experience this harmony with Reimann Retked!",Für die Teilnahme an unseren Reisen sind keine Vorkenntnisse erforderlich. Vor jeder Reise erfolgt eine ausführliche Einweisung.
"Please, Mr President, could you chair this debate and ask the members to be quiet? As I was trying to say, this is part of the Amsterdam agreements and those agreements have yet to be ratified!","Ferner handelt es sich, wie ich schon sagte - ich danke Ihnen, Herr Präsident, daß Sie den Vorsitz führen und für Ruhe in diesem Saale sorgen -, um einen Teil der in Amsterdam getroffenen Vereinbarungen: diese Vereinbarung wurde noch immer nicht ratifiziert!","Furthermore, as I have already said - and I thank you, Mr President, for taking the chair and for keeping this Chamber calm - this concerns part of the agreements reached in Amsterdam: this agreement has still not been ratified!","Herr Präsident, könnten Sie bitte den Vorsitz dieser Debatte übernehmen und die Abgeordneten bitten, Ruhe zu bewahren? Wie ich bereits sagen wollte: Dies ist Teil der Amsterdamer Abkommen, und diese Abkommen müssen noch ratifiziert werden!"
"To correct a rather popular misunderstanding, we would like to point out that it is not sufficient for the Proxyscanner to simply find an open port to deem your host as insecure. In a simplified way, the Proxyscanner requests that your system let the scanner connect to some remote internet resource.","Um einer weitverbreiteten Fehlmeinung entgegenzuwirken sei darauf hingewiesen, dass die Arbeitsweise des Proxyscanners nicht vorsieht, dass alleinig ein offener Port (=in Verwendung befindlicher Port) ausreicht, um als unsicher zu gelten.","To counteract a widespread misconception, it should be noted that the way the proxy scanner works does not mean that an open port (=port in use) alone is sufficient to be considered insecure.","Um ein weit verbreitetes Missverständnis zu korrigieren, möchten wir darauf hinweisen, dass es für den Proxyscanner nicht ausreicht, einfach einen offenen Port zu finden, um Ihren Host als unsicher einzustufen. Vereinfacht ausgedrückt fordert der Proxyscanner Ihr System auf, dem Scanner die Verbindung zu einer entfernten Internetressource zu erlauben."
All three boards work with Mac and PC.,Alle Karten sind Mac und PC kompatibel.,All cards are Mac and PC compatible.,Alle drei Boards funktionieren mit Mac und PC.
These C Series modules interface directly with the CompactRIO field-programmable gate array (FPGA) to offer extreme flexibility in communicating with serial devices.,"Die Module lassen sich direkt an das CompactRIO-FPGA anschließen, was für Flexibilität bei der Kommunikation mit seriellen Geräten sorgt.","The modules can be connected directly to the CompactRIO FPGA, providing flexibility in communication with serial devices.",Diese Module der C-Serie sind direkt mit dem feldprogrammierbaren Gate-Array (FPGA) von CompactRIO verbunden und bieten so extreme Flexibilität bei der Kommunikation mit seriellen Geräten.
"So, to conclude, and in the interests of efficiency, pluralism, coherence, fairness and liberalism, please support the committee's position and reject the amendments.","Abschließend möchte ich Sie im Interesse der Effizienz, des Pluralismus, der Kohärenz, der Fairness und des Liberalismus auffordern: Bitte unterstützen Sie die Position des Ausschusses und lehnen Sie die Änderungsanträge ab.","Finally, in the interests of efficiency, pluralism, coherence, fairness and liberalism, I would like to call on you to support the committee&#39;s position and reject the amendments.","Abschließend möchte ich Sie im Interesse von Effizienz, Pluralismus, Kohärenz, Fairness und Liberalismus bitten, die Position des Ausschusses zu unterstützen und die Änderungsanträge abzulehnen."
The directive on the air traffic controllers’ licence is a significant step towards the realisation of our great goal of a single European sky.,Die Richtlinie zur Fluglotsenzulassung ist ein wichtiger Schritt zur Verwirklichung unseres großen Zieles eines einheitlichen europäischen Luftraums.,The Air Traffic Controller Licensing Directive is an important step towards realising our major goal of a single European sky.,Die Richtlinie zur Fluglotsenlizenz ist ein bedeutender Schritt zur Verwirklichung unseres großen Ziels eines einheitlichen europäischen Luftraums.
"Finally, if the Transport Committee's amendments tabled again by the 40 Members are not accepted next Thursday, this will create confusion, a real irregularity, since if the report on the HOSPITALITY Programme is approved by Parliament next Friday, there will be no money with which to fund it.","Und wenn schließlich am nächsten Donnerstag die Änderungsvorschläge des Verkehrsausschusses, die die vierzig Abgeordneten von neuem eingebracht haben, nicht angenommen werden, so wird das zu Irritationen und einer wahrhaft absurden Situation führen, denn dann kann es passieren, daß das Parlament den Bericht zum Programm PHILOXENIA am kommenden Freitag zwar billigt, aber kein Geld für seine Finanzierung da ist.","And finally, if the amendments proposed by the Committee on Transport, which the forty Members have re-tabled, are not adopted next Thursday, this will lead to confusion and a truly absurd situation, because it may then happen that Parliament approves the report on the PHILOXENIA programme next Friday, but there is no money to finance it.","Und schließlich: Wenn die von den 40 Abgeordneten erneut vorgelegten Änderungsanträge des Verkehrsausschusses am kommenden Donnerstag nicht angenommen werden, wird dies zu Verwirrung führen und stellt eine echte Unregelmäßigkeit dar, denn wenn der Bericht über das HOSPITALITY-Programm am kommenden Freitag vom Parlament angenommen wird, stehen keine Mittel zur Finanzierung zur Verfügung."
"For all women who would like to have long hair, whether straight or wavy.","Für alle Frauen, die sich lange glatte oder gewellte Haare wünschen.","For all women who want long, straight or wavy hair.","Für alle Frauen, die sich langes Haar wünschen, egal ob glatt oder wellig."
"Thank you, Mr Marín.","Danke, Herr Marin!","Thank you, Mr. Marin!","Vielen Dank, Herr Marín."
   The next item is the Council and Commission statements on the review of the Non-proliferation Treaty and nuclear arms in North Korea and Iran.,   Nach der Tagesordnung folgen die Erklärungen des Rates und der Kommission über die Revision des Atomwaffensperrvertrags und Atomwaffen in Nordkorea und im Iran.,The next item is the Council and Commission statements on the revision of the Nuclear Non-Proliferation Treaty and nuclear weapons in North Korea and Iran.,Als nächster Punkt folgen die Erklärungen des Rates und der Kommission zur Überprüfung des Atomwaffensperrvertrags und zu den Atomwaffen in Nordkorea und im Iran.
"Ladies and gentlemen, I cannot close the sitting without thanking Mr Wohlfart, once again, for being good enough to put with the inconvenience of Parliament's timetable changes for two months running.","Meine Damen und Herren, ich darf diese Sitzung nicht beenden, ohne Herrn Wohlfart nochmals meinen Dank auszudrücken für seine Freundlichkeit, sich den Änderungen des Zeitplans zu unterwerfen, die sich in zwei aufeinanderfolgenden Monaten in dieser Versammlung ergeben haben.","Ladies and gentlemen, I cannot end this sitting without once again expressing my gratitude to Mr Wohlfart for his kindness in submitting to the changes in the timetable that have occurred in this Assembly for two consecutive months.","Meine Damen und Herren, ich kann die Sitzung nicht schließen, ohne Herrn Wohlfart noch einmal dafür zu danken, dass er so freundlich war, die Unannehmlichkeiten der Zeitplanänderungen des Parlaments zwei Monate lang in Kauf zu nehmen."
